,loan_amnt,funded_amnt,funded_amnt_inv,installment,grade,sub_grade,home_ownership,annual_inc,loan_status
13081,30000.0,19825.0,19800.0,517.45,5,23,1,60000.0,1
13082,22400.0,22400.0,22375.0,509.56,3,5,1,60000.0,1
13083,12000.0,12000.0,11975.0,254.91,2,8,0,35000.0,1
13084,35000.0,22975.0,22975.0,807.62,4,12,1,98000.0,1
13085,2000.0,2000.0,2000.0,70.8,4,14,0,32000.0,1
13086,6000.0,6000.0,6000.0,202.14,3,5,1,42000.0,1
13087,35000.0,23625.0,23600.0,610.12,5,22,1,157124.0,0
13088,12000.0,12000.0,12000.0,297.53,4,17,0,72000.0,1
13089,10000.0,10000.0,10000.0,304.18,1,11,0,36000.0,1
13090,15000.0,10450.0,10450.0,322.62,1,9,1,90000.0,1
13091,14000.0,14000.0,13975.0,432.22,1,9,0,30000.0,1
13092,13500.0,13500.0,13475.0,410.64,1,11,0,185000.0,1
13093,24000.0,21675.0,21650.0,699.29,2,8,0,180000.0,1
13094,2500.0,2500.0,2500.0,94.66,6,28,0,28800.0,1
13095,5850.0,5850.0,5850.0,188.74,2,8,0,44000.0,1
13096,18000.0,18000.0,17750.0,580.73,2,8,1,84000.0,1
13097,2800.0,2800.0,2800.0,96.78,3,13,2,17760.0,0
13098,4000.0,4000.0,4000.0,120.64,1,16,0,24960.0,1
13099,12000.0,8200.0,8200.0,208.19,5,20,0,80000.0,1
13100,20000.0,12950.0,12950.0,301.26,3,10,1,52000.0,1
13101,25000.0,19625.0,19625.0,526.74,6,26,0,72000.0,0
13102,5000.0,5000.0,5000.0,175.77,4,12,1,120000.0,1
13103,8800.0,8800.0,8800.0,288.06,2,0,0,108000.0,1
13104,20000.0,20000.0,20000.0,439.76,2,4,1,80000.0,1
13105,20000.0,14300.0,14300.0,347.68,4,12,0,80000.0,1
13106,12000.0,10150.0,10150.0,320.37,1,3,1,85920.0,1
13107,12000.0,12000.0,12000.0,361.92,1,16,0,57000.0,1
13108,3500.0,3500.0,3500.0,117.92,3,5,1,75000.0,1
13109,5400.0,5400.0,5400.0,187.81,3,15,0,18000.0,1
13110,20000.0,20000.0,20000.0,654.68,2,0,1,89000.0,1
13111,24000.0,16400.0,16375.0,536.84,2,0,1,76000.0,1
13112,2000.0,2000.0,2000.0,69.13,3,13,0,67000.0,1
13113,18000.0,16400.0,16400.0,419.94,5,21,0,48000.0,1
13114,15000.0,15000.0,15000.0,345.08,3,6,0,90000.0,1
13115,6500.0,6500.0,6500.0,218.98,3,5,1,68000.0,1
13116,35000.0,21925.0,21925.0,611.55,7,31,1,300000.0,1
13117,10975.0,7650.0,7650.0,236.18,1,9,1,125000.0,1
13118,4000.0,4000.0,3750.0,124.41,1,1,1,67000.0,1
13119,23350.0,23350.0,23350.0,537.16,3,6,2,46000.0,1
13120,8000.0,8000.0,8000.0,243.34,1,11,1,65000.0,1
13121,12000.0,12000.0,12000.0,424.8,4,14,1,54000.0,1
13122,3000.0,3000.0,3000.0,109.05,5,21,0,44000.0,1
13123,13200.0,13200.0,13200.0,344.53,5,23,1,91509.0,1
13124,3000.0,3000.0,3000.0,98.92,2,4,1,45600.0,1
13125,14000.0,14000.0,13950.0,355.44,5,20,0,76218.0,1
13126,5500.0,5500.0,5500.0,181.35,2,4,0,35000.0,1
13127,16000.0,16000.0,15950.0,396.7,4,17,1,51000.0,1
13128,13000.0,13000.0,13000.0,282.59,2,0,2,25848.0,1
13129,21000.0,21000.0,20975.0,697.41,2,2,1,215662.0,1
13130,2400.0,2400.0,2400.0,75.76,1,3,0,48000.0,1
13131,14125.0,9875.0,9875.0,212.7,2,7,1,72000.0,1
13132,16000.0,10450.0,10450.0,227.16,2,0,2,60000.0,1
13133,2000.0,2000.0,2000.0,67.38,3,5,0,26000.0,1
13134,12000.0,12000.0,11975.0,260.85,2,0,1,41000.0,1
13135,26400.0,17175.0,17150.0,468.13,6,28,0,82000.0,1
13136,8000.0,8000.0,8000.0,246.99,1,9,2,22000.0,1
13137,3000.0,3000.0,3000.0,102.52,3,10,1,39000.0,1
13138,12000.0,12000.0,12000.0,276.06,3,6,0,26400.0,0
13139,25975.0,17000.0,16950.0,391.08,3,6,1,112000.0,0
13140,28000.0,18875.0,18875.0,463.94,4,14,0,76454.0,1
13141,8000.0,8000.0,8000.0,287.18,4,19,1,60500.0,1
13142,20000.0,20000.0,19950.0,664.2,2,2,0,65000.0,1
13143,7000.0,7000.0,7000.0,229.14,2,0,0,18000.0,1
13144,3000.0,3000.0,3000.0,99.63,2,2,1,66000.0,0
13145,7000.0,7000.0,7000.0,227.82,2,7,0,64000.0,1
13146,6400.0,6400.0,6400.0,221.21,3,13,1,63000.0,1
13147,7000.0,7000.0,6975.0,217.72,1,1,0,62000.0,1
13148,12000.0,12000.0,11975.0,272.98,3,5,0,66000.0,1
13149,13575.0,13575.0,13525.0,312.29,3,6,1,80400.0,1
13150,14400.0,14400.0,14400.0,550.77,7,30,1,140000.0,1
13151,12000.0,12000.0,12000.0,294.96,4,14,0,41750.0,1
13152,5000.0,5000.0,4750.0,154.37,1,9,1,42000.0,1
13153,12000.0,12000.0,11975.0,294.96,4,14,1,79900.0,1
13154,5000.0,5000.0,4750.0,166.05,2,2,1,80000.0,1
13155,8000.0,8000.0,8000.0,271.45,3,6,1,52000.0,0
13156,35000.0,21850.0,21800.0,554.73,5,20,1,84575.0,1
13157,15000.0,9625.0,9375.0,211.64,2,4,1,55000.0,1
13158,10000.0,6750.0,6750.0,205.32,1,11,1,100000.0,1
13159,17600.0,17600.0,17550.0,409.43,3,10,1,95000.0,0
13160,20000.0,14200.0,14175.0,363.61,5,21,1,73000.0,1
13161,16000.0,10700.0,10675.0,235.27,2,4,0,35000.0,1
13162,2100.0,2100.0,2100.0,66.29,1,3,2,21600.0,1
13163,15000.0,15000.0,15000.0,483.94,2,8,0,100000.0,0
13164,4000.0,4000.0,4000.0,121.67,1,11,1,95000.0,1
13165,4200.0,4200.0,4200.0,135.51,2,8,0,31500.0,1
13166,3600.0,3600.0,3600.0,119.56,2,2,0,48000.0,1
13167,8000.0,8000.0,8000.0,271.45,3,6,0,86400.0,1
13168,21000.0,16075.0,16075.0,411.62,5,21,1,120000.0,0
13169,5000.0,5000.0,5000.0,109.94,2,4,2,43800.0,0
13170,2400.0,2400.0,2400.0,84.37,4,12,0,36069.0,1
13171,7125.0,7125.0,7125.0,189.77,6,25,0,200000.0,1
13172,4000.0,4000.0,4000.0,130.94,2,0,2,14400.0,1
13173,8000.0,8000.0,8000.0,246.99,1,9,1,65000.0,1
13174,6000.0,6000.0,6000.0,193.58,2,8,0,50000.0,1
13175,19750.0,19750.0,19750.0,559.27,7,32,1,72500.0,1
13176,11300.0,11300.0,11300.0,364.57,2,8,0,42000.0,1
13177,24000.0,24000.0,24000.0,674.51,7,34,0,72000.0,1
13178,3600.0,3600.0,3600.0,123.03,3,10,0,69000.0,1
13179,35000.0,24875.0,24875.0,904.17,5,21,1,300000.0,1
13180,6000.0,6000.0,5950.0,193.58,2,8,1,120000.0,1
13181,2000.0,2000.0,2000.0,47.83,3,15,1,42000.0,1
13182,5000.0,5000.0,5000.0,173.9,3,15,0,29000.0,1
13183,35000.0,21825.0,21800.0,740.54,3,6,1,381450.0,1
13184,4500.0,4500.0,4500.0,146.46,2,7,1,42000.0,0
13185,32000.0,20200.0,20150.0,538.0,6,25,0,93996.0,1
13186,28000.0,17950.0,17925.0,436.42,4,12,1,77500.0,1
13187,8000.0,8000.0,8000.0,196.64,4,14,2,84875.0,1
13188,5200.0,5200.0,5200.0,164.13,1,3,1,61250.0,1
13189,7000.0,7000.0,7000.0,246.07,4,12,2,50400.0,1
13190,4000.0,4000.0,4000.0,103.31,5,22,2,24000.0,1
13191,25000.0,25000.0,24975.0,818.35,2,0,0,90000.0,1
13192,16800.0,16800.0,16800.0,549.94,2,0,1,80000.0,1
13193,2200.0,2200.0,2200.0,76.52,3,15,0,24000.0,1
13194,35000.0,21400.0,21400.0,543.31,5,20,0,65000.0,1
13195,2800.0,2800.0,2800.0,92.32,2,4,2,27560.0,1
13196,25000.0,15625.0,15600.0,343.56,2,4,1,40000.0,1
13197,1525.0,1525.0,1525.0,53.04,3,15,0,26989.22,1
13198,10000.0,10000.0,10000.0,325.45,2,7,1,63000.0,1
13199,2400.0,2400.0,2400.0,75.76,1,3,1,67900.0,1
13200,7500.0,7500.0,7475.0,245.51,2,0,0,35000.0,1
13201,5700.0,5700.0,5700.0,192.03,3,5,0,35000.0,1
13202,3000.0,3000.0,3000.0,104.91,4,18,0,25000.0,1
13203,4800.0,4075.0,4075.0,123.96,1,11,0,89000.0,1
13204,2200.0,2200.0,2200.0,68.43,1,1,0,35360.0,1
13205,6000.0,6000.0,6000.0,199.26,2,2,0,55560.0,1
13206,35000.0,35000.0,34725.0,1187.57,3,6,1,120000.0,0
13207,31725.0,19500.0,19475.0,535.7,6,29,1,130000.0,1
13208,2500.0,2500.0,2500.0,81.84,2,0,1,50400.0,1
13209,16000.0,10900.0,10900.0,258.12,3,13,0,28800.0,1
13210,12000.0,12000.0,12000.0,294.96,4,14,0,55000.0,1
13211,8000.0,8000.0,7750.0,248.82,1,1,1,54000.0,1
13212,18000.0,11425.0,11400.0,360.61,1,3,0,86000.0,1
13213,7000.0,7000.0,7000.0,230.8,2,4,1,69600.0,0
13214,25000.0,15900.0,15900.0,361.7,3,5,2,137004.0,1
13215,3000.0,3000.0,3000.0,98.92,2,4,1,100000.0,1
13216,25000.0,25000.0,24975.0,592.0,3,13,0,112678.0,1
13217,6400.0,6400.0,6400.0,208.29,2,7,0,36000.0,1
13218,5000.0,5000.0,5000.0,155.51,1,1,1,144000.0,1
13219,9000.0,9000.0,9000.0,292.91,2,7,1,40000.0,1
13220,10400.0,10400.0,10400.0,342.91,2,4,2,38000.0,1
13221,24000.0,15575.0,15550.0,358.3,3,6,1,68004.0,1
13222,27500.0,27500.0,26975.0,913.27,2,2,2,85000.0,1
13223,1800.0,1800.0,1800.0,60.65,3,5,0,145000.0,1
13224,10000.0,10000.0,9975.0,311.02,1,1,0,50000.0,1
13225,22000.0,22000.0,22000.0,604.37,6,29,1,155000.0,1
13226,1000.0,1000.0,1000.0,32.55,2,7,1,36000.0,1
13227,5000.0,5000.0,5000.0,169.66,3,6,0,45000.0,1
13228,6000.0,6000.0,5975.0,197.83,2,4,1,70000.0,1
13229,3600.0,3600.0,3600.0,111.15,1,9,2,40000.0,1
13230,18000.0,18000.0,18000.0,555.71,1,9,1,110000.0,1
13231,16000.0,16000.0,16000.0,527.55,2,4,0,105000.0,1
13232,11500.0,7450.0,7450.0,230.01,1,9,2,56000.0,1
13233,6125.0,6125.0,6100.0,190.5,1,1,0,70000.0,1
13234,7500.0,7500.0,7500.0,241.97,2,8,0,60000.0,1
13235,4000.0,4000.0,3975.0,130.18,2,7,0,49000.0,1
13236,3800.0,3800.0,3800.0,115.59,1,11,1,21600.0,1
13237,4000.0,4000.0,4000.0,144.59,5,20,0,36000.0,1
13238,7500.0,7500.0,7500.0,233.27,1,1,0,31000.0,1
13239,28000.0,17600.0,17575.0,468.75,6,25,1,112500.0,1
13240,8000.0,8000.0,8000.0,265.68,2,2,1,75000.0,1
13241,12000.0,12000.0,12000.0,370.48,1,9,0,70000.0,1
13242,6400.0,6400.0,6400.0,209.5,2,0,0,20000.0,1
13243,13625.0,13625.0,13600.0,446.01,2,0,0,64900.0,1
13244,15000.0,15000.0,15000.0,505.34,3,5,1,370000.0,1
13245,10000.0,10000.0,10000.0,341.73,3,10,1,85000.0,1
13246,14400.0,14400.0,14150.0,464.58,2,8,1,65000.0,1
13247,16000.0,11000.0,10750.0,241.87,2,4,1,72000.0,1
13248,9950.0,9950.0,9950.0,335.21,3,5,0,30784.0,0
13249,35000.0,21425.0,21375.0,543.94,5,20,1,180000.0,1
13250,15000.0,11800.0,11775.0,268.43,3,5,0,42500.0,1
13251,18000.0,18000.0,18000.0,589.22,2,0,1,103992.0,1
13252,4800.0,4800.0,4800.0,117.99,4,14,0,30000.0,1
13253,5000.0,5000.0,5000.0,154.37,1,9,1,45000.0,1
13254,8000.0,8000.0,7975.0,258.1,2,8,0,50000.0,1
13255,10000.0,10000.0,9975.0,311.02,1,1,0,60000.0,1
13256,10000.0,10000.0,10000.0,322.63,2,8,0,85248.0,1
13257,5000.0,5000.0,5000.0,152.09,1,11,1,60000.0,1
13258,20000.0,20000.0,19975.0,664.2,2,2,0,350000.0,1
13259,3200.0,3200.0,3200.0,101.01,1,3,0,55000.0,1
13260,1900.0,1900.0,1900.0,64.47,3,6,0,19392.0,1
13261,20000.0,17275.0,17275.0,573.7,2,2,1,57000.0,1
13262,12000.0,12000.0,12000.0,392.81,2,0,0,120000.0,1
13263,7000.0,7000.0,7000.0,229.14,2,0,0,45000.0,1
13264,2000.0,2000.0,2000.0,65.09,2,7,0,19200.0,1
13265,7000.0,7000.0,7000.0,232.47,2,2,1,75000.0,1
13266,5600.0,5600.0,5600.0,196.86,4,12,0,75000.0,1
13267,15000.0,15000.0,15000.0,387.38,5,22,1,98500.0,1
13268,12000.0,12000.0,12000.0,373.22,1,1,2,51000.0,1
13269,8050.0,8050.0,8050.0,192.49,3,15,1,36500.0,0
13270,12375.0,12375.0,12375.0,408.02,2,4,1,56000.0,1
13271,12000.0,12000.0,12000.0,319.6,6,25,0,36000.0,1
13272,25000.0,15725.0,15725.0,361.75,3,6,1,130000.0,1
13273,6000.0,6000.0,6000.0,196.41,2,0,0,98000.0,1
13274,7800.0,7800.0,7800.0,207.74,6,25,0,95000.0,1
13275,12000.0,12000.0,12000.0,294.96,4,14,0,65000.0,1
13276,5000.0,5000.0,5000.0,166.05,2,2,0,71000.0,1
13277,11200.0,11200.0,11175.0,371.95,2,2,0,87500.0,1
13278,4800.0,4800.0,4800.0,159.41,2,2,0,50000.0,1
13279,3600.0,3600.0,3600.0,111.97,1,1,0,32000.0,1
13280,32775.0,20100.0,20100.0,514.69,5,21,1,230000.0,1
13281,3050.0,3050.0,3050.0,94.17,1,9,0,36000.0,1
13282,7000.0,7000.0,7000.0,217.72,1,1,0,99100.0,1
13283,8000.0,8000.0,8000.0,265.68,2,2,1,82000.0,1
13284,5000.0,5000.0,5000.0,161.32,2,8,0,47000.0,1
13285,24000.0,15825.0,15825.0,384.75,4,12,1,87500.0,1
13286,12175.0,12175.0,12150.0,288.31,3,13,0,28800.0,1
13287,35000.0,23450.0,23200.0,509.75,2,0,1,86400.0,1
13288,7000.0,7000.0,7000.0,217.72,1,1,1,74400.0,1
13289,12000.0,12000.0,12000.0,309.91,5,22,1,72000.0,0
13290,5000.0,5000.0,5000.0,162.73,2,7,1,51600.0,1
13291,4100.0,4100.0,4100.0,139.12,3,6,0,20000.0,1
13292,9600.0,9600.0,9575.0,318.82,2,2,1,24000.0,1
13293,10000.0,10000.0,10000.0,332.1,2,2,1,41004.0,1
13294,15000.0,15000.0,15000.0,466.53,1,1,1,70000.0,1
13295,4800.0,4800.0,4800.0,149.29,1,1,0,24000.0,1
13296,6000.0,6000.0,5750.0,196.41,2,0,1,141000.0,1
13297,17950.0,13125.0,13100.0,408.21,1,1,0,130000.0,1
13298,12000.0,12000.0,11975.0,392.81,2,0,0,39600.0,1
13299,7000.0,7000.0,6975.0,216.11,1,9,0,150000.0,1
13300,12725.0,12725.0,12725.0,276.61,2,0,2,90000.0,1
13301,3500.0,3500.0,3500.0,108.06,1,9,0,35000.0,1
13302,6700.0,6700.0,6675.0,219.32,2,0,0,25700.0,1
13303,8000.0,8000.0,7950.0,265.68,2,2,0,130000.0,1
13304,14400.0,14400.0,14375.0,478.22,2,2,0,84000.0,1
13305,3000.0,3000.0,3000.0,97.64,2,7,0,18000.0,1
13306,2000.0,2000.0,2000.0,72.7,5,21,1,72000.0,0
13307,15000.0,15000.0,15000.0,348.95,3,10,1,75000.0,0
13308,10000.0,10000.0,10000.0,219.88,2,4,1,45000.0,1
13309,1800.0,1800.0,1800.0,59.78,2,2,0,33195.2,1
13310,6450.0,6450.0,6450.0,169.78,5,24,0,23000.0,0
13311,12000.0,12000.0,12000.0,395.66,2,4,0,120000.0,1
13312,12000.0,12000.0,12000.0,414.76,3,13,0,24000.0,1
13313,6000.0,6000.0,6000.0,212.4,4,14,0,25200.0,1
13314,13200.0,13200.0,13200.0,331.55,4,19,1,63000.0,1
13315,12000.0,12000.0,11750.0,263.86,2,4,1,61464.0,1
13316,2000.0,2000.0,2000.0,67.38,3,5,1,124000.0,1
13317,10000.0,6800.0,6800.0,209.94,1,9,1,57000.0,0
13318,3000.0,3000.0,3000.0,93.31,1,1,0,45000.0,1
13319,3000.0,3000.0,3000.0,90.48,1,16,0,68000.0,1
13320,8500.0,8500.0,8500.0,256.36,1,16,0,44000.0,1
13321,19950.0,19950.0,19925.0,433.67,2,0,1,130000.0,1
13322,14125.0,14125.0,14100.0,343.42,4,12,1,31500.0,1
13323,10000.0,9775.0,9775.0,308.53,1,3,0,80000.0,1
13324,8000.0,8000.0,8000.0,281.22,4,12,1,88000.0,1
13325,10000.0,10000.0,10000.0,304.18,1,11,0,33000.0,1
13326,7500.0,7500.0,7500.0,244.09,2,7,0,36000.0,0
13327,6000.0,6000.0,6000.0,186.61,1,1,1,28800.0,1
13328,6000.0,6000.0,6000.0,193.58,2,8,1,105000.0,1
13329,14000.0,12225.0,11975.0,271.88,2,2,1,55000.0,1
13330,9600.0,9600.0,9600.0,296.38,1,9,1,50000.0,1
13331,10300.0,10300.0,10300.0,335.22,2,7,0,45000.0,1
13332,3000.0,3000.0,3000.0,90.48,1,16,1,66000.0,1
13333,5975.0,5975.0,5950.0,201.3,3,5,1,26400.0,1
13334,6700.0,6700.0,6700.0,233.02,3,15,0,85000.0,1
13335,10000.0,10000.0,10000.0,339.31,3,6,0,67000.0,1
13336,7500.0,7500.0,7500.0,260.84,3,15,1,90000.0,1
13337,7125.0,7125.0,7100.0,182.45,5,21,0,27300.0,1
13338,10000.0,10000.0,9975.0,266.34,6,25,0,56000.0,0
13339,10000.0,10000.0,10000.0,345.63,3,13,1,100000.0,1
13340,25000.0,17150.0,17150.0,451.42,5,24,1,73000.0,1
13341,8000.0,8000.0,8000.0,265.68,2,2,0,41200.0,1
13342,30000.0,19850.0,19825.0,512.63,5,22,0,69000.0,1
13343,5500.0,5500.0,5500.0,177.45,2,8,1,50000.04,1
13344,12000.0,11550.0,11475.0,348.35,1,16,0,36000.0,0
13345,28000.0,17600.0,17575.0,391.42,2,2,1,107000.0,1
13346,9000.0,9000.0,8950.0,279.92,1,1,1,96000.0,1
13347,16000.0,11975.0,11975.0,283.57,3,13,0,200000.0,1
13348,6000.0,6000.0,6000.0,185.24,1,9,0,46000.0,1
13349,7500.0,7500.0,7475.0,228.14,1,11,1,60000.0,1
13350,15000.0,15000.0,15000.0,491.01,2,0,0,42000.0,1
13351,35000.0,22100.0,22100.0,561.08,5,20,1,180000.0,1
13352,6000.0,6000.0,6000.0,193.58,2,8,0,43000.0,0
13353,5000.0,5000.0,5000.0,177.0,4,14,2,60000.0,1
13354,9600.0,9600.0,9600.0,309.72,2,8,1,78000.0,1
13355,6000.0,6000.0,6000.0,182.51,1,11,1,25800.0,1
13356,2500.0,2500.0,2500.0,84.23,3,5,1,75000.0,1
13357,25000.0,25000.0,24975.0,543.44,2,0,1,62695.0,0
13358,10000.0,10000.0,10000.0,336.9,3,5,0,140000.0,1
13359,10000.0,10000.0,10000.0,311.02,1,1,1,60000.0,1
13360,25000.0,25000.0,24950.0,645.63,5,22,1,72000.0,1
13361,4500.0,4500.0,4500.0,135.72,1,16,1,48000.0,1
13362,15000.0,15000.0,14975.0,508.96,3,6,0,80000.0,1
13363,4000.0,4000.0,3975.0,123.5,1,9,1,60000.0,1
13364,6000.0,6000.0,6000.0,185.24,1,9,0,55000.0,1
13365,3250.0,3250.0,3250.0,101.09,1,1,0,125000.0,1
13366,10000.0,10000.0,10000.0,304.18,1,11,0,59600.0,1
13367,8000.0,8000.0,8000.0,258.1,2,8,1,38000.0,1
13368,3500.0,3500.0,3500.0,115.4,2,4,0,53000.0,1
13369,1000.0,1000.0,1000.0,32.74,2,0,0,26400.0,1
13370,24000.0,19900.0,19875.0,523.81,5,24,0,78000.0,1
13371,20600.0,20600.0,20575.0,443.7,2,7,1,95200.0,1
13372,8550.0,8550.0,8550.0,283.95,2,2,0,42000.0,1
13373,3600.0,3600.0,3600.0,111.15,1,9,1,44000.0,1
13374,5000.0,5000.0,5000.0,168.45,3,5,0,30000.0,0
13375,25500.0,20000.0,19975.0,516.51,5,22,0,51000.0,1
13376,2200.0,2200.0,2200.0,77.88,4,14,0,16200.0,1
13377,35000.0,27750.0,27750.0,669.24,4,18,1,150000.0,1
13378,15000.0,15000.0,15000.0,491.01,2,0,0,35000.0,1
13379,14400.0,14400.0,14400.0,320.25,2,2,0,34800.0,0
13380,2800.0,2800.0,2800.0,88.38,1,3,1,15204.0,0
13381,15850.0,15850.0,15800.0,348.51,2,4,1,25000.0,1
13382,5200.0,5200.0,5200.0,120.97,3,10,1,30000.0,1
13383,7200.0,7200.0,7200.0,152.95,2,8,1,36000.0,1
13384,8000.0,8000.0,8000.0,196.64,4,14,1,70000.0,0
13385,4000.0,4000.0,4000.0,104.41,5,23,0,22000.0,1
13386,8000.0,8000.0,8000.0,248.82,1,1,0,70000.0,1
13387,28000.0,23650.0,23625.0,617.28,5,23,1,123000.0,1
13388,13800.0,13800.0,13800.0,435.57,1,3,0,79000.0,1
13389,10000.0,10000.0,10000.0,327.34,2,0,0,50000.0,1
13390,7000.0,7000.0,7000.0,216.11,1,9,1,30000.0,1
13391,17000.0,17000.0,16975.0,378.07,2,2,1,44004.0,1
13392,20000.0,20000.0,19975.0,526.44,5,24,0,58000.0,1
13393,6400.0,6400.0,6400.0,223.81,4,18,0,38000.0,1
13394,4800.0,4800.0,4800.0,162.87,3,6,0,105000.0,1
13395,20000.0,20000.0,20000.0,622.04,1,1,0,80000.0,1
13396,27000.0,27000.0,26975.0,704.72,5,23,1,115000.0,1
13397,6000.0,6000.0,6000.0,186.61,1,1,0,48000.0,0
13398,3400.0,3400.0,3400.0,112.11,2,4,1,60000.0,1
13399,3600.0,3600.0,3600.0,119.56,2,2,0,24000.0,1
13400,7950.0,7950.0,7950.0,260.24,2,0,0,50700.0,1
13401,3500.0,3500.0,3500.0,117.92,3,5,1,60000.0,1
13402,11650.0,11650.0,11650.0,386.9,2,2,0,40000.0,1
13403,3625.0,3625.0,3625.0,117.98,2,7,0,58000.0,0
13404,1825.0,1825.0,1825.0,63.82,4,18,0,14400.0,1
13405,4000.0,4000.0,4000.0,124.41,1,1,0,23400.0,1
13406,6000.0,6000.0,6000.0,207.38,3,13,0,50000.0,1
13407,10875.0,10875.0,10875.0,338.24,1,1,2,51500.0,1
13408,21000.0,21000.0,20950.0,483.1,3,6,1,102000.0,1
13409,6000.0,6000.0,6000.0,210.92,4,12,0,30000.0,1
13410,12000.0,12000.0,12000.0,339.81,7,32,1,101004.0,1
13411,3600.0,3600.0,3600.0,125.21,3,15,0,68480.0,1
13412,6000.0,6000.0,6000.0,180.96,1,16,1,114000.0,1
13413,4000.0,4000.0,4000.0,134.76,3,5,0,38400.0,1
13414,6000.0,6000.0,5975.0,195.27,2,7,0,19200.0,0
13415,6500.0,6500.0,6500.0,205.16,1,3,0,30000.0,1
13416,7000.0,7000.0,7000.0,217.72,1,1,0,52249.92,1
13417,2650.0,2650.0,2650.0,82.42,1,1,2,17795.0,1
13418,1000.0,1000.0,1000.0,32.27,2,8,0,48000.0,1
13419,1000.0,1000.0,1000.0,31.11,1,1,0,21000.0,1
13420,12000.0,12000.0,12000.0,309.91,5,22,0,40000.0,0
13421,4000.0,4000.0,4000.0,130.18,2,7,0,45200.0,1
13422,5000.0,5000.0,5000.0,152.09,1,11,1,35256.0,1
13423,3000.0,3000.0,3000.0,98.92,2,4,1,54000.0,1
13424,35000.0,30525.0,30500.0,1080.57,4,14,1,177632.0,1
13425,12000.0,12000.0,11975.0,395.66,2,4,0,75000.0,1
13426,20000.0,20000.0,20000.0,678.61,3,6,1,93000.0,1
13427,4800.0,4800.0,4800.0,157.13,2,0,0,160800.0,1
13428,7200.0,7200.0,7200.0,242.57,3,5,0,62000.0,1
13429,4800.0,4800.0,4800.0,152.42,1,3,1,24600.0,0
13430,21000.0,21000.0,20975.0,693.8,2,0,0,92000.0,1
13431,24000.0,16450.0,16425.0,418.35,4,17,0,72000.0,0
13432,11200.0,11200.0,11200.0,350.51,1,1,1,102000.0,1
13433,5975.0,5975.0,5975.0,185.65,1,9,1,36000.0,1
13434,5600.0,5600.0,5600.0,183.71,2,7,0,48000.0,1
13435,9600.0,9600.0,9600.0,255.42,5,22,2,35004.0,0
13436,4800.0,4800.0,4800.0,159.71,2,4,0,60000.0,1
13437,12000.0,12000.0,12000.0,313.87,5,20,0,120000.0,1
13438,10000.0,10000.0,10000.0,352.12,3,15,0,42000.0,1
13439,15975.0,15975.0,15975.0,432.09,5,24,1,225000.0,0
13440,1800.0,1800.0,1800.0,64.66,4,14,0,15000.0,1
13441,12000.0,12000.0,12000.0,361.92,1,16,0,91392.0,1
13442,18000.0,13250.0,13250.0,370.79,6,28,0,60000.0,0
13443,5400.0,5400.0,5400.0,171.47,1,3,1,65000.0,1
13444,2500.0,2500.0,2500.0,85.25,3,6,0,19464.0,0
13445,5000.0,5000.0,5000.0,158.77,1,3,0,44000.0,1
13446,6000.0,6000.0,6000.0,221.13,5,20,0,36000.0,1
13447,6000.0,6000.0,6000.0,184.23,1,11,1,60000.0,1
13448,12000.0,12000.0,12000.0,361.92,1,16,1,159996.0,1
13449,14000.0,14000.0,14000.0,438.13,1,1,1,320000.0,1
13450,5000.0,5000.0,5000.0,167.56,2,2,2,50000.0,1
13451,4000.0,4000.0,4000.0,120.64,1,16,1,48000.0,1
13452,10625.0,10625.0,10575.0,348.56,2,7,0,117000.0,1
13453,11750.0,11750.0,11750.0,373.11,1,3,1,49000.0,1
13454,14000.0,14000.0,13475.0,318.48,3,5,1,60000.0,1
13455,5000.0,5000.0,5000.0,156.48,1,1,0,25200.0,1
13456,35000.0,24800.0,24750.0,873.25,3,15,0,100000.0,1
13457,30000.0,30000.0,29500.0,762.95,4,17,1,200000.0,1
13458,4000.0,4000.0,4000.0,124.28,1,9,2,70000.0,1
13459,2800.0,2800.0,2800.0,88.91,1,3,0,54000.0,0
13460,3000.0,3000.0,3000.0,92.12,1,11,0,24000.0,1
13461,19700.0,19700.0,19650.0,485.27,4,18,1,65000.0,1
13462,5000.0,5000.0,5000.0,156.48,1,1,0,56000.0,1
13463,5600.0,5600.0,5600.0,175.26,1,1,0,38000.0,1
13464,5000.0,5000.0,5000.0,178.74,4,12,0,15000.0,1
13465,16800.0,16800.0,16775.0,409.53,3,15,1,58764.0,0
13466,10000.0,10000.0,10000.0,301.6,1,16,1,60000.0,1
13467,3000.0,3000.0,3000.0,100.9,3,5,0,75000.0,1
13468,6200.0,6200.0,6200.0,166.66,5,23,0,90000.0,1
13469,6400.0,6400.0,6400.0,205.52,2,8,0,46000.0,1
13470,5000.0,5000.0,5000.0,160.57,2,8,1,99600.0,1
13471,14075.0,10850.0,10825.0,242.02,2,4,1,56000.0,0
13472,30000.0,18975.0,18950.0,496.31,5,20,0,60000.0,0
13473,18000.0,12525.0,12525.0,344.65,6,26,0,50000.0,0
13474,12000.0,12000.0,12000.0,375.54,1,1,0,42000.0,1
13475,6400.0,6400.0,6400.0,238.5,5,22,0,50000.0,1
13476,12000.0,12000.0,12000.0,316.53,5,21,1,167000.0,1
13477,12000.0,12000.0,12000.0,361.92,1,16,1,56700.0,1
13478,6500.0,6500.0,6500.0,196.04,1,16,2,36000.0,1
